,(DC)FDI: Equity Capital (EC): Total,"(DC)FDI: EC: Crop, Livestock & Mineral Extraction (CM)","(DC)FDI: EC: CM: Crop, Livestock & Related Services",(DC)FDI: EC: CM: Forestry,(DC)FDI: EC: CM: Oil Extraction & Related Services (OE),(DC)FDI: EC: CM: OE: Mineral Extraction,(DC)FDI: EC: CM: OE: Oil & Gas Extraction,(DC)FDI: EC: CM: Metallic Mineral Extraction,(DC)FDI: EC: CM: Nonmetallic Mineral Extraction,(DC)FDI: EC: CM: Others,(DC)FDI: EC: CM: Petroleum Extraction & Related Services,"(DC)FDI: EC: CM: Silviculture, Forest Mgmt & Related Serv",(DC)FDI: EC: CM: Others,(DC)FDI: Equity Capital (EC): Industry,(DC)FDI: EC: Industry: Basic metallurgy,(DC)FDI: EC: Industry: Chemical Industry,"(DC)FDI: EC: Industry: Coke, Oil Derivatives & Biofuels","(DC)FDI: EC: Industry: Computer Eqpt, Electronic & Optical Pdts","(DC)FDI: EC: Industry: Electrical Machines, Devices & Apparatuses",(DC)FDI: EC: Industry: Foodstuff and Beverages,(DC)FDI: EC: Industry: F&B: Foodstuff,(DC)FDI: EC: Industry: F&B: Beverages,(DC)FDI: EC: Industry: Machinery & Eqpts Industry,(DC)FDI: EC: Industry: Maintenance & Repair of Computer Eqpt,(DC)FDI: EC: Industry: Mfg & Assembly of Automotive Engine,(DC)FDI: EC: Industry: Metal Products,(DC)FDI: EC: Industry: Nonmetallic Mineral Products,(DC)FDI: EC: Industry: Other Industries,(DC)FDI: EC: Industry: Other Transportation Eqpts Industry,(DC)FDI: EC: Industry: Pharmaceuticals,(DC)FDI: EC: Industry: Plastic & Rubber Products,(DC)FDI: EC: Industry: Publishing & Printing,"(DC)FDI: EC: Industry: Pulp, Paper & Paper Products",(DC)FDI: EC: Industry: Sundry,(DC)FDI: EC: Industry: Textile Products,(DC)FDI: EC: Industry: Tobacco Products,(DC)FDI: EC: Industry: Wood Products,(DC)FDI: EC: Industry: Chemical Products,(DC)FDI: EC: Industry: Coke & Oil Refining,"(DC)FDI: EC: Industry: Edition, Printing & Recording","(DC)FDI: EC: Industry: Elect Machines, Devices & Apparatus",(DC)FDI: EC: Industry: Electronic Devices & Comm Equip,(DC)FDI: EC: Industry: Machinery & Equipments,(DC)FDI: EC: Industry: Mfg of Medical & Optical Equip,(DC)FDI: EC: Industry: Office Machines & Computing Equip,(DC)FDI: EC: Industry: Other Transportation Equipments,(DC)FDI: EC: Industry: Other Industries,(DC)FDI: Equity Capital (EC): Services,(DC)FDI: EC: Services: Advertising & Market Research,(DC)FDI: EC: Services: Architectural & Engineering Services,(DC)FDI: EC: Services: Buildings,(DC)FDI: EC: Services: Commerce,(DC)FDI: EC: Services: Commerce: Incl Maintenance of Vehicle,(DC)FDI: EC: Services: Commerce: Excl Maintenance of Vehicle,(DC)FDI: EC: Services: Electricity & Gas,(DC)FDI: EC: Services: Financial & Auxiliary Services,(DC)FDI: EC: Services: Lodging & Food,(DC)FDI: EC: Services: L&F: Food Industry Service,(DC)FDI: EC: Services: L&F: Lodging,(DC)FDI: EC: Services: HQ Consulting & Mgt Activities,(DC)FDI: EC: Services: Information Technology Services,(DC)FDI: EC: Services: Infrastructure works,(DC)FDI: EC: Services: Insurance & Pension Funds,(DC)FDI: EC: Services: Non Real Estate Lease & Intangible Assets,(DC)FDI: EC: Services: Nonfinancial Holdings,(DC)FDI: EC: Services: Office Svcs & Other Svcs Rendered to Corp,(DC)FDI: EC: Services: Other Services,(DC)FDI: EC: Services: Real Estate Services,(DC)FDI: EC: Services: Storage & Transpo Auxiliary Activities,(DC)FDI: EC: Services: Telecommunication,(DC)FDI: EC: Services: Transportation Services,(DC)FDI: EC: Services: Travel Agencies & Tourist Operators,(DC)FDI: EC: Services: Water Services,(DC)FDI: EC: Services: Computing & Related Activities,(DC)FDI: EC: Services: Construction,(DC)FDI: EC: Services: Education,"(DC)FDI: EC: Services: Electricity, Gas & Hot Water",(DC)FDI: EC: Services: Financial Intermediation,(DC)FDI: EC: Services: Real Estate,"(DC)FDI: EC: Services: Recreational, Cultural & Sport Activity",(DC)FDI: EC: Services: Services Rendered to Corporations,(DC)FDI: EC: Services: Transportation,"(DC)FDI: EC: Serv: Vehicle, Machinery & Equip Rent",(DC)FDI: EC: Services: Others,(DC)FDI: ytd: Equity Capital (EC)): Total,"(DC)FDI: ytd: EC: Crop, Livestock & Mineral Extraction (CM)","(DC)FDI: ytd: EC: CM: Crop, Livestock & Related Services",(DC)FDI: ytd: EC: CM: Forestry,(DC)FDI: ytd: EC: CM: Oil Extraction & Related Services (OE),(DC)FDI: ytd: EC: CM: OE: Mineral Extraction,(DC)FDI: ytd: EC: CM: OE: Oil & Gas Extraction,(DC)FDI: ytd: EC: CM: Metallic Mineral Extraction,(DC)FDI: ytd: EC: CM: Nonmetallic Mineral Extraction,(DC)FDI: ytd: EC: CM: Others,"(DC)FDI: ytd: EC: CM: Silviculture, Forest Mgmt","(DC)FDI: ytd: EC: CM: Petroleum Extraction, Rel Serv",(DC)FDI: ytd: EC: CM: Others,(DC)FDI: ytd: Equity Capital (EC): Industry,(DC)FDI: ytd: EC: Industry: Basic metallurgy,(DC)FDI: ytd: EC: Industry: Chemical Industry,"(DC)FDI: ytd: EC: Industry: Coke, Oil Derivatives & Biofuels","(DC)FDI: ytd: EC: Industry: Computer Eqpt, Electronic & Optical Pdts","(DC)FDI: ytd: EC: Industry: Electrical Machines, Devices & Apparatus",(DC)FDI: ytd: EC: Industry: Foodstuff and Beverages,(DC)FDI: ytd: EC: Industry: F&B: Foodstuff,(DC)FDI: ytd: EC: Industry: F&B: Beverages,(DC)FDI: ytd: EC: Industry: Machinery & Eqpts Industry,(DC)FDI: ytd: EC: Industry: Maintenance & Repair of Computer,(DC)FDI: ytd: EC: Industry: Mfg & Assembly of Auto Engine,(DC)FDI: ytd: EC: Industry: Metal Products,(DC)FDI: ytd: EC: Industry: Nonmetallic Mineral Products,(DC)FDI: ytd: EC: Industry: Other Industries,(DC)FDI: ytd: EC: Industry: Other Transportation Eqpts Indus,(DC)FDI: ytd: EC: Industry: Pharmaceuticals,(DC)FDI: ytd: EC: Industry: Plastic & Rubber Products,(DC)FDI: ytd: EC: Industry: Publishing & Printing,"(DC)FDI: ytd: EC: Industry: Pulp, Paper & Paper Products",(DC)FDI: ytd: EC: Industry: Sundry,(DC)FDI: ytd: EC: Industry: Textile Products,(DC)FDI: ytd: EC: Industry: Tobacco Products,(DC)FDI: ytd: EC: Industry: Wood Products,(DC)FDI: ytd: EC: Industry: Coke & Oil Refining,(DC)FDI: ytd: EC: Industry: Mfg of Medical & Optical Equip,(DC)FDI: ytd: EC: Industry: Chemical Products,(DC)FDI: ytd: EC: Industry: Machinery & Equipments,"(DC)FDI: ytd: EC: Industry: Eletrical Machines, Devices & Apparatus",(DC)FDI: ytd: EC: Industry: Electronic Devices & Comm Equip,(DC)FDI: ytd: EC: Industry: Office Machines & Computing Equip,"(DC)FDI: ytd: EC: Industry: Edition, Printing & Recording",(DC)FDI: ytd: EC: Industry: Other Industries,(DC)FDI: ytd: EC: Industry: Other Transportation Equip,(DC)FDI: ytd: Equity Capital (EC): Services,(DC)FDI: ytd: EC: Services: Advertising & Market Research,(DC)FDI: ytd: EC: Services: Architectural & Engineering Serv,(DC)FDI: ytd: EC: Services: Buildings,(DC)FDI: ytd: EC: Service: Commerce,(DC)FDI: ytd: EC: Services: Commerce: Incl Maintenance of Veh,(DC)FDI: ytd: EC: Services: Commerce: Excl Maintenance of Veh,(DC)FDI: ytd: EC: Services: Electricity & Gas,(DC)FDI: ytd: EC: Services: Financial & Auxiliary Services,(DC)FDI: ytd: EC: Services: Lodging & Food,(DC)FDI: ytd: EC: Services: L&F: Food Industry Service,(DC)FDI: ytd: EC: Services: L&F: Lodging,(DC)FDI: ytd: EC: Services: HQ Consulting & Mgt Activities,(DC)FDI: ytd: EC: Services: Information Technology Services,(DC)FDI: ytd: EC: Services: Infrastructure Works,(DC)FDI: ytd: EC: Service: Insurance & Pension Funds,(DC)FDI: ytd: EC: Services: Non Real Estate Lease & Intangib,(DC)FDI: ytd: EC: Services: Nonfinancial Holdings,(DC)FDI: ytd: EC: Services: Office Svcs & Other Svcs Rendere,(DC)FDI: ytd: EC: Services: Other Services,(DC)FDI: ytd: EC: Services: Real Estate Services,(DC)FDI: ytd: EC: Services: Storage & Transport Auxiliary Activities,(DC)FDI: ytd: EC: Services: Telecommunication,(DC)FDI: ytd: EC: Services: Transportation Services,(DC)FDI: ytd: EC: Services: Travel Agencies & Tourist Operat,(DC)FDI: ytd: EC: Services: Water Service,"(DC)FDI: ytd: EC: Services: Vehicle, Machinery & Equip Rent","(DC)FDI: ytd: EC: Services: Electricity, Gas & Hot Water",(DC)FDI: ytd: EC: Services: Financial Intermediation,(DC)FDI: ytd: EC: Services: Service Rendered to Corporation,(DC)FDI: ytd: EC: Services: Computing & Related Activities,(DC)FDI: ytd: EC: Services: Real Estate,(DC)FDI: ytd: EC: Services: Construction,(DC)FDI: ytd: EC: Services: Transportation,(DC)FDI: ytd: EC: Services: Others,"(DC)FDI: ytd: EC: Services: Recreational, Cultural & Sport",(DC)FDI: ytd: EC: Services: Education
06/2011,5671.86134365,868.446025,12.778187,0,206,46.48837,160.203845,634.750621,1.451545,12.773457,,,,2547.464254,241.521788,92.02566,0.22642,340.295435,71.00899,101.079116,88.453555,12.625561,83.763291,0,90.834787,31.944752,1313.422543,0,0.05,62.855687,64.168949,0,0,1.302924,0,0,0,,,,,,,,,,,2220.57570925,0,12.833777,154.631802,175.721669,0,175.721669,178.342338,551.970907,0,0,0,18.429258,28.582444,18.385963,506.38201,5.503812,73.30409625,0,12.773457,105.622474,82.486985,19.020956,25.05342,0,0,,,,,,,,,,,,32169.90667051,4243.4262068,245.632533,0,2402.169182,455.182063,1947.2071,1527.48788,20.48162,47.4350108,,,,9694.05659034,3332.25410785,468.576029,894.257425,417.050562,199.080486,1292.682984,1270.086535,22.596449,222.36496749,0,441.002495,52.666324,1373.838815,0,45.564556,100.630977,413.969293,0,0,10.335618,0,0,0,,,,,,,,,,,18006.15029032,0,131.02212758,587.57924795,2221.36920571,0,2221.36920571,2779.103466,1387.63381099,0,0,0,215.587222,180.8341886,642.81990227,714.95898426,217.76870595,330.83294067,0,47.4350108,1003.97311652,232.25732669,5972.67263075,176.898336,0,0,,,,,,,,,,,
07/2011,9203.22157629,2944.059549,18.144656,0,2834.350897,31.938375,2802.412522,86.580639,0,4.983357,,,,3670.10189,165.103373,53.7611,52.268554,282.983981,107.27305,2669.084928,103.992453,2565.092475,52.844562,0,94.148816,5.295274,1.023141,4.983357,0,20.196705,129.4425,0,0,0.560083,0,0,0,,,,,,,,,,,2562.88728809,0,86.682395,113.650581,1255.22405035,0,1255.22405035,55.961017,577.038125,0,0,0,45.87082805,27.701482,1.506616,0,15.440406,112.210419,0,4.983357,136.52371369,18.973554,1.9587,5.342454,0,0,,,,,,,,,,,,41373.1282468,7187.4857558,263.777189,0,5236.74006,487.120438,4749.619622,1614.068519,0,72.8999878,,,,13364.15848034,3497.35748085,522.337129,946.525979,700.034543,306.353536,3961.767912,1374.078988,2587.688924,275.20952949,0,535.151311,57.961598,1374.861956,72.8999878,0,120.827682,543.411793,0,0,10.895701,0,0,0,,,,,,,,,,,20569.03757841,0,217.70452258,701.22982895,3476.59325606,0,3476.59325606,2835.064483,1964.67193599,0,0,0,261.45805005,208.5356706,644.32651827,714.95898426,233.20911195,443.04335967,0,72.8999878,1140.49683021,251.23088069,5974.63133075,182.24079,0,0,,,,,,,,,,,
08/2011,4778.08477786,505.782666,233.831561,0,69.608106,10.366251,59.241855,188.703277,0,13.639722,,,,1918.009532,232.114593,431.964947,54.853263,73.21219,39.519539,578.422908,573.946251,4.476657,77.928823,0,50.698665,16.631501,4.097988,211.641401,0,76.362802,69.801695,0,0,0.759217,0,0,0,,,,,,,,,,,2321.93961983,0,112.956473,114.11636835,566.67597745,0,566.67597745,113.087434,283.26065703,0,0,0,24.37282217,49.73614,1.505309,66.571072,27.529078,113.156551,0,220.25487774,509.450598,64.617251,19.252455,8.71932309,0,0,,,,,,,,,,,,46151.21302466,7693.2684218,497.60875,0,5306.348166,497.486689,4808.861477,1802.771796,0,86.5397098,,,,15282.16801234,3729.47207385,954.302076,1001.379242,773.246733,345.873075,4540.19082,1948.025239,2592.165581,353.13835249,0,585.849976,74.593099,1378.959944,723.103731,0,197.190484,613.213488,0,0,11.654918,0,0,0,,,,,,,,,,,22890.97719824,0,330.66099558,815.3461973,4043.26923351,0,4043.26923351,2948.151917,2247.93259302,0,0,0,285.83087222,258.2718106,645.83182727,781.53005626,260.73818995,556.19991067,0,1371.03702012,1649.94742821,315.84813169,5993.88378575,190.96011309,0,0,,,,,,,,,,,
09/2011,5977.94578969,269.899881,5.982836,24.006058,184.985551,10.4425,174.543051,42.546507,0,36.384987,,,,3488.041485,2056.410444,159.101409,92.141602,54.279581,0.129636,261.89278,122.701113,139.191667,91.97477,0,65.454788,3.039242,16.81515,468.690241,0,7.385935,210.582348,0,313,0.143559,0,0,0,,,,,,,,,,,2182.993385,0,24.820976,90.861487,381.431933,0,381.431933,10.64523,578.074445,225.465792,225.465792,0,15.070154,69.869776,71.988566,24.727552,6.70573,57.373705,55.477943,425.301912,164.012796,52.073107,44.924481,27.940366,0,0,,,,,,,,,,,,52129.15881435,7963.1683028,503.591586,74.4859708,5491.333717,507.929189,4983.404528,1845.318303,0,122.9246968,,,,18770.20949734,5785.88251785,1113.403485,1093.520844,827.526314,346.002711,4802.0836,2070.726352,2731.357248,445.11312249,0,651.304764,77.632341,1395.775094,1191.793972,0,204.576419,823.795836,0,380.579882,11.798477,0,0,0,,,,,,,,,,,25073.97058324,0,355.48197158,906.2076843,4424.70116651,0,4424.70116651,2958.797147,2826.00703802,329.918883,329.918883,0,300.90102622,328.1415866,717.82039327,806.25760826,267.44391995,613.57361567,335.28608735,1792.86609599,1813.96022421,367.92123869,6038.80826675,218.90047909,0,0,,,,,,,,,,,
10/2011,6047.79380091,472.69035969,0,0,293.58763096,159.60690409,133.98072687,153.5103041,0,25.59242463,,,,2160.29032239,160.2423491,178.34111479,11.92590977,13.86070349,51.14014758,1441.300922,3.73930462,1437.56161738,64.62439998,0,84.55091066,0,8.46279019,94.91768181,0,13.444,35.21757849,0,0,0,0,0,0,,,,,,,,,,,3380.71907749,0,17.57359809,112.89798058,499.4342197,0,499.4342197,7.18215001,66.59771011,102.29405902,102.29405902,0,42.42210776,8.84664772,4.29772336,1517.42786789,20.46855588,85.45648047,0,51.75756521,168.57101501,34.24675169,613.0219845,7.38387293,0,0,,,,,,,,,,,,58176.95261526,8435.85866249,0,0,5784.92134796,667.53609309,5117.38525487,1998.8286071,0,652.10870743,,,,20930.49981973,5946.12486695,1291.74459979,1105.44675377,841.38701749,397.14285858,6243.384522,2074.46565662,4168.91886538,509.73752247,0,735.85567466,0,1404.23788419,983.76411281,0,218.020419,859.01341449,0,380.579882,0,0,0,0,,,,,,,,,,,28454.68966073,0,373.05556967,1019.10566488,4924.13538621,0,4924.13538621,2965.97929701,2892.60474813,432.21294202,432.21294202,0,343.32313398,336.98823432,722.11811663,2323.68547615,287.91247583,699.03009614,0,1559.29287533,1982.53123922,402.16799038,6651.83025125,226.28435202,0,0,,,,,,,,,,,
11/2011,4072.35820497,640.00574108,16.17262143,277.55326322,198.86718571,133.92428232,64.94290339,142.99641127,0,298.1421441,,,,2383.2481141,286.0046714,332.73943221,629.6357606,99.39822393,48.28662594,674.3665,579.51370833,94.85279167,20.7071701,0,102.12198437,0,44.06434394,62.54420696,0,10.885,5.05065919,0,6.42365815,0,0,0,0,,,,,,,,,,,1028.5382198,0,39.43247509,80.22127658,286.04863268,0,286.04863268,0.19922962,79.07202944,7.26734789,7.26734789,0,27.35981026,93.08281407,2.49821196,23.004322,4.67590136,47.87664473,24.03811743,53.24485541,91.93497355,11.50491186,2.0592708,128.00975935,0,0,,,,,,,,,,,,62249.31082023,9075.86440357,531.55231666,355.39067102,5983.78853367,801.46037541,5182.32815826,2141.82501837,0,950.25085153,,,,23313.74793383,6232.12953835,1624.484032,1735.08251437,940.78524142,445.42948452,6917.751022,2653.97936495,4263.77165705,530.44469257,0,837.97765903,0,1448.30222813,1046.30831977,0,228.905419,864.06407368,0,387.00354015,0,0,0,0,,,,,,,,,,,29483.22788053,0,412.48804476,1099.32694146,5210.18401889,0,5210.18401889,2966.17852663,2971.67677757,439.48028991,439.48028991,0,370.68294424,430.07104839,724.61632859,2346.68979815,292.58837719,746.90674087,361.58684688,1707.20194331,2074.46621277,413.67290224,6653.88952205,354.29411137,0,0,,,,,,,,,,,
12/2011,7280.52952724,1221.52149876,9.38412611,3.76049974,955.63245582,162.16974771,793.46270811,247.65300175,0,8.85191508,,,,3522.99569471,982.39232566,601.48512011,65.54200138,34.47587691,161.76917108,410.84784984,409.59784984,1.25,85.63091059,0,557.02792444,0,102.95146997,209.4298402,0,73.60947471,237.62715444,0,0.20657538,0,0,0,0,,,,,,,,,,,2503.71977781,0,43.71542722,64.43444747,491.02193684,0,491.02193684,375.27175462,212.75547204,2.63273713,2.63273713,0,90.83894387,245.94490789,59.89107371,55.92120428,186.74782437,104.28260952,15.12872821,274.9427136,120.95363999,52.60126573,15.86692491,178.02643773,0,0,,,,,,,,,,,,69529.84034747,10297.38590233,540.93644277,359.15117076,6939.42098949,963.63012312,5975.79086637,2389.47802012,0,427.55044995,,,,26836.74362854,7214.52186401,2225.96915211,1800.62451575,975.26111833,607.1986556,7328.59887184,3063.57721479,4265.02165705,616.07560316,0,1395.00558347,0,1551.2536981,1330.81832881,125.36173966,302.51489371,1101.69122812,0,387.21011553,0,0,0,0,,,,,,,,,,,31986.94765834,0,456.20347198,1163.76138893,5701.20595573,0,5701.20595573,3341.45028125,3184.43224961,442.11302704,442.11302704,0,461.52188811,676.01595628,784.5074023,2402.61100243,479.33620156,851.18935039,376.71557509,2588.37957838,2195.41985276,466.27416797,6669.75644696,532.3205491,0,0,,,,,,,,,,,
01/2012,5370.40137004,534.25461285,42.05780238,20.7786913,373.87273422,43.72092812,330.1518061,95.61229095,0,43.99089638,,,,3572.22959855,2624.56195146,50.28297603,64.98730242,26.78258591,18.11947357,49.88811162,49.32475197,0.56335965,36.88521425,0,260.31461997,0,36.79255418,236.70272681,195.40326793,122.85741527,36.84016205,0,0,0,0,0,0,,,,,,,,,,,1240.19317555,4.98243484,10.19756741,135.74078279,483.39202585,0,483.39202585,6.63883606,127.82066447,8.017625,8.017625,0,29.58291575,5.50085176,2.95287343,18.33928023,3.38537925,79.80518921,48.79224772,88.4777008,37.33565755,104.90568879,1.6545282,39.60197694,0,0,,,,,,,,,,,,5370.40137004,534.25461285,42.05780238,20.7786913,373.87273422,43.72092812,330.1518061,95.61229095,0,43.99089638,,,,3572.22959855,2624.56195146,50.28297603,64.98730242,26.78258591,18.11947357,49.88811162,49.32475197,0.56335965,36.88521425,0,260.31461997,0,36.79255418,236.70272681,195.40326793,122.85741527,36.84016205,0,0,0,0,0,0,,,,,,,,,,,1240.19317555,4.98243484,10.19756741,135.74078279,483.39202585,0,483.39202585,6.63883606,127.82066447,8.017625,8.017625,0,29.58291575,5.50085176,2.95287343,18.33928023,3.38537925,79.80518921,48.79224772,88.4777008,37.33565755,104.90568879,1.6545282,39.60197694,0,0,,,,,,,,,,,
02/2012,2129.56661136,323.0329006,17.65730835,0,192.6775581,56.93461587,135.74294223,99.00272791,0,31.35261459,,,,860.42372956,362.46768523,38.64001453,46.66792783,0.03108,20.46199009,170.58007153,170.58007153,0,112.47026738,0,15.79369949,0,10.73125682,36.80894873,0,14.25979702,21.86255261,0,0,0,0,0,0,,,,,,,,,,,904.80400693,2.99160405,71.98047271,96.78173943,206.80627664,8.58866126,198.21761538,75.26622182,69.93409861,1.42513957,1.42513957,0,32.16765959,12.57343245,18.34741311,8.87723,15.17514335,34.96533877,6.74566048,59.94819038,156.86168888,11.30875864,2.57082855,18.07425272,0,0,,,,,,,,,,,,7499.9679814,857.28751345,59.71511073,0,566.55029232,100.65554399,465.89474833,194.61501886,0,96.12220227,,,,4432.65332811,2987.02963669,88.92299056,111.65523025,26.81366591,38.58146366,219.9048235,219.9048235,0.56335965,149.35548163,0,276.10831946,0,47.523811,274.07503519,195.40326793,137.11721229,58.70271466,0,0,0,0,0,0,,,,,,,,,,,2144.99718248,7.97403889,82.17804012,232.52252222,721.24721033,39.6375691,681.60964123,81.90505788,197.75476308,0,9.44276457,0,61.75057534,18.07428421,21.30028654,27.21651023,18.5605226,114.77052798,55.5379082,141.97746425,194.19734643,116.21444743,4.22535675,57.67622966,0,0,,,,,,,,,,,
03/2012,5196.89771451,1076.54372968,31.48784097,0,815.14735052,58.13878007,757.00857045,184.92286609,0,76.47351307,,,,2159.81983022,153.27935062,362.45532934,1.027,108.75458156,209.57177452,655.85452836,655.85452836,0,99.63424758,0,108.44733092,0,9.17388289,46.50120381,0,294.62906466,62.17190422,0,32.65772623,0,0,0,0,,,,,,,,,,,1936.20514485,0,24.96370902,95.19180487,367.33636674,1.89055813,367.33636674,478.31733447,153.26159033,21.85892474,21.85892474,0,32.95996884,74.10923847,72.95672971,117.09562352,10.23485325,91.57172656,67.4022476,79.51944037,161.09826055,16.79848502,17.25354426,44.57914235,0,0,,,,,,,,,,,,12696.86569591,1933.83124313,0,0,1381.69764284,158.79432406,1222.90331878,379.53788495,0,172.59571534,,,,6592.47315833,3140.30898731,451.3783199,112.68223025,135.56824747,248.15323818,876.32271151,875.75935186,0,248.98972921,0,384.55565038,0,56.69769389,320.576239,0,431.74627695,120.87461888,0,32.65772623,0,0,0,0,,,,,,,,,,,4081.20232733,0,107.14174914,327.71432709,1048.94600797,41.52812723,1048.94600797,560.22239235,351.01635341,31.30168931,0,0,94.71054418,92.18352268,94.25701625,144.31213375,28.79537585,206.34225454,0,167.72036817,355.29560698,133.01293245,21.47890101,102.25537201,0,0,,,,,,,,,,,
04/2012,5091.14603975,555.57929941,22.04083715,16.76323539,416.72466289,161.08605991,255.63860298,80.68534834,19.31238254,197.21451094,,,,2579.3735526,855.37102281,47.88785051,28.80231127,15.51138356,24.51933507,952.80734643,952.6538294,0.15351703,65.33292792,0,168.77353696,0,144.91958361,38.76987148,0,22.50168682,84.83248157,0,8.2e-7,0,0,0,0,,,,,,,,,,,1911.85756538,0,88.24630044,135.74002515,239.22641644,26.42377287,212.80264357,279.63889164,314.73313112,0,0,0,9.2626009,16.88800125,14.11147608,50.65130363,281.41195439,56.38819085,18.48634908,77.78151353,202.60814015,8.1763742,2.1979176,45.16540452,0,0,,,,,,,,,,,,17788.01173566,2489.41054254,113.24378885,43.35916679,1798.42230573,319.88038397,1478.54192176,460.22323329,73.92108024,437.40159864,,,,9171.84671093,3995.68001012,499.26617041,141.48454152,151.07963103,272.67257325,1829.13005794,1828.41318126,0.71687668,314.32265713,0,553.32918734,0,201.6172775,359.34611048,0,454.24796377,205.70710045,0,32.65772705,0,0,0,0,,,,,,,,,,,5993.05989271,0,195.38804958,463.45435224,1329.70055164,67.9519001,1261.74865154,839.86128399,665.74948453,0,0,0,103.97314508,109.07152393,108.36849233,194.96343738,310.20733024,262.73044539,141.42650488,340.21242588,557.90374713,141.18930665,23.67681861,147.42077653,0,0,,,,,,,,,,,
05/2012,3931.03847308,524.04165607,9.60181334,0,285.37534614,34.56192368,250.81342246,204.53994303,0,59.08647724,,,,1799.01141621,37.06702577,150.33966419,45.85694904,22.90125109,205.61331334,168.56846549,165.84983697,2.71862852,93.2141369,0,34.3214367,172.26606761,5.37167994,125.66286091,6.50514662,428.17703117,32.33214471,0,0,280.03801787,0,0,0,,,,,,,,,,,1580.1744663,0,59.57689089,70.00615303,298.99724809,11.8524604,287.14478769,165.04239321,12.44318515,0,0,0,25.44591356,329.12562184,6.95200167,9.956193,8.25512854,45.79634648,6.56012963,102.99689865,228.13817587,106.15942311,5.35425167,8.98189737,0,0,,,,,,,,,,,,21719.05020874,3013.45219861,122.84560219,0,2083.79765187,354.44230765,1729.35534422,664.76317632,0,496.48807588,,,,10970.85812714,4032.74703589,649.6058346,187.34149056,173.98088212,478.28588659,1997.69852343,1994.26301823,3.4355052,407.53679403,0,587.65062404,226.23701422,206.98895744,485.00897139,210.9188506,882.42499494,238.03924516,0,32.65772705,388.08965088,0,0,0,,,,,,,,,,,7573.23435901,0,254.96494047,533.46050527,1548.89343923,79.8043605,1548.89343923,1004.9036772,678.19266968,0,0,0,129.41905864,438.19714577,115.320494,204.91963038,318.46245878,308.52679187,147.98663451,649.44350969,786.041923,247.34872976,29.03107028,156.4026739,0,0,,,,,,,,,,,
06/2012,5317.08291563,700.08916376,113.7365233,0,175.64412453,20.34812064,155.29600389,399.26228219,10.1500006,11.44623374,,,,1932.9484297,128.49723996,113.86374654,59.85229455,11.30481214,105.4232573,854.98088944,850.11053842,4.87035102,154.57146978,0,7.40876913,2.46607387,32.42093268,168.89088516,5.13359582,302.98152764,82.69967905,0,20.34653465,0.73607521,0,0,0,,,,,,,,,,,2661.20557124,0,39.40822669,134.35187039,636.29233994,0,636.29233994,260.94861853,72.07142843,0,0,0,84.46016658,126.75704549,73.09807177,46.71785969,3.8830646,131.66921923,0,309.62666151,111.937684,19.16075681,12.35,666.54517246,0,0,,,,,,,,,,,,27036.13312437,3713.54136237,236.58212549,0,2259.4417764,374.79042829,1884.65134811,1064.02545851,103.71624701,153.49200197,,,,12903.80655684,4161.24427585,763.46958114,247.19378511,185.28569426,583.70914389,2852.67941287,2844.37355665,8.30585622,562.10826381,0,595.05939317,562.10826381,239.40989012,1746.51240824,216.05244642,1185.40652258,320.73892421,0,53.0042617,388.82572609,0,0,0,,,,,,,,,,,10234.43993025,0,294.37316716,667.81237566,2185.18577917,0,2185.18577917,1265.85229573,750.26409811,0,0,0,213.87922522,564.95419126,188.41856577,251.63749007,322.34552338,440.1960111,0,1461.66168419,897.979607,266.50948657,41.38107028,822.94784636,0,0,,,,,,,,,,,
07/2012,7790.36811831,433.55946081,49.79466261,0,236.19188639,28.09286814,208.09901825,146.38355494,0,50.98401948,,,,2229.18560291,89.42344718,313.88403867,1,52.01819065,22.14861546,1154.17777148,1153.56988526,0.60788622,51.01748144,0,80.05336865,17.77228965,200.73814639,70.87960776,1.70690641,135.57137069,32.50009747,0,24.67444688,1.20070732,0,0,0,,,,,,,,,,,5104.45764318,0,61.3909087,55.57801043,166.9355196,3.4003422,166.9355196,58.08061302,3198.26831375,0,0,0,18.31039728,18.97692367,56.0272824,61.47156379,136.33816847,48.78701519,0,70.12450739,520.93241101,15.52129559,44.38404325,88.67630259,0,0,,,,,,,,,,,,34826.50124268,4147.10082318,286.3767881,0,2495.63366279,402.88329643,2092.75036636,1210.40901345,0,441.05814694,,,,15132.99215975,4250.66772303,1077.35361981,248.19378511,237.30388491,605.85775935,4006.85718435,3997.94344191,8.91374244,613.12574525,0,675.11276182,246.47537774,440.14803651,1017.63042569,217.75935283,1320.97789327,353.23902168,0,77.67870858,390.02643341,0,0,0,,,,,,,,,,,15338.89757343,0,355.76407586,723.39038609,2352.12129877,85.92268991,2352.12129877,1323.93290875,3948.53241186,0,0,0,232.1896225,583.93111493,244.44584817,313.10905386,458.68369185,488.98302629,0,600.51024461,1418.91201801,282.03078216,85.76511353,911.62414895,0,0,,,,,,,,,,,
