,(DC)FDI: Equity Capital (EC): Total,"(DC)FDI: EC: Crop, Livestock & Mineral Extraction (CM)","(DC)FDI: EC: CM: Crop, Livestock & Related Services",(DC)FDI: EC: CM: Forestry,(DC)FDI: EC: CM: Oil Extraction & Related Services (OE),(DC)FDI: EC: CM: OE: Mineral Extraction,(DC)FDI: EC: CM: OE: Oil & Gas Extraction,(DC)FDI: EC: CM: Metallic Mineral Extraction,(DC)FDI: EC: CM: Nonmetallic Mineral Extraction,(DC)FDI: EC: CM: Others,(DC)FDI: EC: CM: Petroleum Extraction & Related Services,"(DC)FDI: EC: CM: Silviculture, Forest Mgmt & Related Serv",(DC)FDI: EC: CM: Others,(DC)FDI: Equity Capital (EC): Industry,(DC)FDI: EC: Industry: Basic metallurgy,(DC)FDI: EC: Industry: Chemical Industry,"(DC)FDI: EC: Industry: Coke, Oil Derivatives & Biofuels","(DC)FDI: EC: Industry: Computer Eqpt, Electronic & Optical Pdts","(DC)FDI: EC: Industry: Electrical Machines, Devices & Apparatuses",(DC)FDI: EC: Industry: Foodstuff and Beverages,(DC)FDI: EC: Industry: F&B: Foodstuff,(DC)FDI: EC: Industry: F&B: Beverages,(DC)FDI: EC: Industry: Machinery & Eqpts Industry,(DC)FDI: EC: Industry: Maintenance & Repair of Computer Eqpt,(DC)FDI: EC: Industry: Mfg & Assembly of Automotive Engine,(DC)FDI: EC: Industry: Metal Products,(DC)FDI: EC: Industry: Nonmetallic Mineral Products,(DC)FDI: EC: Industry: Other Industries,(DC)FDI: EC: Industry: Other Transportation Eqpts Industry,(DC)FDI: EC: Industry: Pharmaceuticals,(DC)FDI: EC: Industry: Plastic & Rubber Products,(DC)FDI: EC: Industry: Publishing & Printing,"(DC)FDI: EC: Industry: Pulp, Paper & Paper Products",(DC)FDI: EC: Industry: Sundry,(DC)FDI: EC: Industry: Textile Products,(DC)FDI: EC: Industry: Tobacco Products,(DC)FDI: EC: Industry: Wood Products,(DC)FDI: EC: Industry: Chemical Products,(DC)FDI: EC: Industry: Coke & Oil Refining,"(DC)FDI: EC: Industry: Edition, Printing & Recording","(DC)FDI: EC: Industry: Elect Machines, Devices & Apparatus",(DC)FDI: EC: Industry: Electronic Devices & Comm Equip,(DC)FDI: EC: Industry: Machinery & Equipments,(DC)FDI: EC: Industry: Mfg of Medical & Optical Equip,(DC)FDI: EC: Industry: Office Machines & Computing Equip,(DC)FDI: EC: Industry: Other Transportation Equipments,(DC)FDI: EC: Industry: Other Industries,(DC)FDI: Equity Capital (EC): Services,(DC)FDI: EC: Services: Advertising & Market Research,(DC)FDI: EC: Services: Architectural & Engineering Services,(DC)FDI: EC: Services: Buildings,(DC)FDI: EC: Services: Commerce,(DC)FDI: EC: Services: Commerce: Incl Maintenance of Vehicle,(DC)FDI: EC: Services: Commerce: Excl Maintenance of Vehicle,(DC)FDI: EC: Services: Electricity & Gas,(DC)FDI: EC: Services: Financial & Auxiliary Services,(DC)FDI: EC: Services: Lodging & Food,(DC)FDI: EC: Services: L&F: Food Industry Service,(DC)FDI: EC: Services: L&F: Lodging,(DC)FDI: EC: Services: HQ Consulting & Mgt Activities,(DC)FDI: EC: Services: Information Technology Services,(DC)FDI: EC: Services: Infrastructure works,(DC)FDI: EC: Services: Insurance & Pension Funds,(DC)FDI: EC: Services: Non Real Estate Lease & Intangible Assets,(DC)FDI: EC: Services: Nonfinancial Holdings,(DC)FDI: EC: Services: Office Svcs & Other Svcs Rendered to Corp,(DC)FDI: EC: Services: Other Services,(DC)FDI: EC: Services: Real Estate Services,(DC)FDI: EC: Services: Storage & Transpo Auxiliary Activities,(DC)FDI: EC: Services: Telecommunication,(DC)FDI: EC: Services: Transportation Services,(DC)FDI: EC: Services: Travel Agencies & Tourist Operators,(DC)FDI: EC: Services: Water Services,(DC)FDI: EC: Services: Computing & Related Activities,(DC)FDI: EC: Services: Construction,(DC)FDI: EC: Services: Education,"(DC)FDI: EC: Services: Electricity, Gas & Hot Water",(DC)FDI: EC: Services: Financial Intermediation,(DC)FDI: EC: Services: Real Estate,"(DC)FDI: EC: Services: Recreational, Cultural & Sport Activity",(DC)FDI: EC: Services: Services Rendered to Corporations,(DC)FDI: EC: Services: Transportation,"(DC)FDI: EC: Serv: Vehicle, Machinery & Equip Rent",(DC)FDI: EC: Services: Others,(DC)FDI: ytd: Equity Capital (EC)): Total,"(DC)FDI: ytd: EC: Crop, Livestock & Mineral Extraction (CM)","(DC)FDI: ytd: EC: CM: Crop, Livestock & Related Services",(DC)FDI: ytd: EC: CM: Forestry,(DC)FDI: ytd: EC: CM: Oil Extraction & Related Services (OE),(DC)FDI: ytd: EC: CM: OE: Mineral Extraction,(DC)FDI: ytd: EC: CM: OE: Oil & Gas Extraction,(DC)FDI: ytd: EC: CM: Metallic Mineral Extraction,(DC)FDI: ytd: EC: CM: Nonmetallic Mineral Extraction,(DC)FDI: ytd: EC: CM: Others,"(DC)FDI: ytd: EC: CM: Silviculture, Forest Mgmt","(DC)FDI: ytd: EC: CM: Petroleum Extraction, Rel Serv",(DC)FDI: ytd: EC: CM: Others,(DC)FDI: ytd: Equity Capital (EC): Industry,(DC)FDI: ytd: EC: Industry: Basic metallurgy,(DC)FDI: ytd: EC: Industry: Chemical Industry,"(DC)FDI: ytd: EC: Industry: Coke, Oil Derivatives & Biofuels","(DC)FDI: ytd: EC: Industry: Computer Eqpt, Electronic & Optical Pdts","(DC)FDI: ytd: EC: Industry: Electrical Machines, Devices & Apparatus",(DC)FDI: ytd: EC: Industry: Foodstuff and Beverages,(DC)FDI: ytd: EC: Industry: F&B: Foodstuff,(DC)FDI: ytd: EC: Industry: F&B: Beverages,(DC)FDI: ytd: EC: Industry: Machinery & Eqpts Industry,(DC)FDI: ytd: EC: Industry: Maintenance & Repair of Computer,(DC)FDI: ytd: EC: Industry: Mfg & Assembly of Auto Engine,(DC)FDI: ytd: EC: Industry: Metal Products,(DC)FDI: ytd: EC: Industry: Nonmetallic Mineral Products,(DC)FDI: ytd: EC: Industry: Other Industries,(DC)FDI: ytd: EC: Industry: Other Transportation Eqpts Indus,(DC)FDI: ytd: EC: Industry: Pharmaceuticals,(DC)FDI: ytd: EC: Industry: Plastic & Rubber Products,(DC)FDI: ytd: EC: Industry: Publishing & Printing,"(DC)FDI: ytd: EC: Industry: Pulp, Paper & Paper Products",(DC)FDI: ytd: EC: Industry: Sundry,(DC)FDI: ytd: EC: Industry: Textile Products,(DC)FDI: ytd: EC: Industry: Tobacco Products,(DC)FDI: ytd: EC: Industry: Wood Products,(DC)FDI: ytd: EC: Industry: Coke & Oil Refining,(DC)FDI: ytd: EC: Industry: Mfg of Medical & Optical Equip,(DC)FDI: ytd: EC: Industry: Chemical Products,(DC)FDI: ytd: EC: Industry: Machinery & Equipments,"(DC)FDI: ytd: EC: Industry: Eletrical Machines, Devices & Apparatus",(DC)FDI: ytd: EC: Industry: Electronic Devices & Comm Equip,(DC)FDI: ytd: EC: Industry: Office Machines & Computing Equip,"(DC)FDI: ytd: EC: Industry: Edition, Printing & Recording",(DC)FDI: ytd: EC: Industry: Other Industries,(DC)FDI: ytd: EC: Industry: Other Transportation Equip,(DC)FDI: ytd: Equity Capital (EC): Services,(DC)FDI: ytd: EC: Services: Advertising & Market Research,(DC)FDI: ytd: EC: Services: Architectural & Engineering Serv,(DC)FDI: ytd: EC: Services: Buildings,(DC)FDI: ytd: EC: Service: Commerce,(DC)FDI: ytd: EC: Services: Commerce: Incl Maintenance of Veh,(DC)FDI: ytd: EC: Services: Commerce: Excl Maintenance of Veh,(DC)FDI: ytd: EC: Services: Electricity & Gas,(DC)FDI: ytd: EC: Services: Financial & Auxiliary Services,(DC)FDI: ytd: EC: Services: Lodging & Food,(DC)FDI: ytd: EC: Services: L&F: Food Industry Service,(DC)FDI: ytd: EC: Services: L&F: Lodging,(DC)FDI: ytd: EC: Services: HQ Consulting & Mgt Activities,(DC)FDI: ytd: EC: Services: Information Technology Services,(DC)FDI: ytd: EC: Services: Infrastructure Works,(DC)FDI: ytd: EC: Service: Insurance & Pension Funds,(DC)FDI: ytd: EC: Services: Non Real Estate Lease & Intangib,(DC)FDI: ytd: EC: Services: Nonfinancial Holdings,(DC)FDI: ytd: EC: Services: Office Svcs & Other Svcs Rendere,(DC)FDI: ytd: EC: Services: Other Services,(DC)FDI: ytd: EC: Services: Real Estate Services,(DC)FDI: ytd: EC: Services: Storage & Transport Auxiliary Activities,(DC)FDI: ytd: EC: Services: Telecommunication,(DC)FDI: ytd: EC: Services: Transportation Services,(DC)FDI: ytd: EC: Services: Travel Agencies & Tourist Operat,(DC)FDI: ytd: EC: Services: Water Service,"(DC)FDI: ytd: EC: Services: Vehicle, Machinery & Equip Rent","(DC)FDI: ytd: EC: Services: Electricity, Gas & Hot Water",(DC)FDI: ytd: EC: Services: Financial Intermediation,(DC)FDI: ytd: EC: Services: Service Rendered to Corporation,(DC)FDI: ytd: EC: Services: Computing & Related Activities,(DC)FDI: ytd: EC: Services: Real Estate,(DC)FDI: ytd: EC: Services: Construction,(DC)FDI: ytd: EC: Services: Transportation,(DC)FDI: ytd: EC: Services: Others,"(DC)FDI: ytd: EC: Services: Recreational, Cultural & Sport",(DC)FDI: ytd: EC: Services: Education
09/1996,372.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6456.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1996,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7457.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1996,1089.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8547.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1996,1949.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10496.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/1997,986.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/1997,334.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/1997,1662.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2984.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/1997,1603.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4588.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/1997,1860.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6448.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/1997,1129.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7578.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/1997,1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9020.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/1997,1600.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10621.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1997,1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12128.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1997,3272.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15400.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1997,1623.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17023.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1997,1737.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/1998,978.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/1998,1280.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2258.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/1998,1209.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3467.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/1998,1730.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5198.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/1998,1310.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6509.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/1998,2869.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9378.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/1998,2769.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12147.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/1998,4624.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16772.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1998,2521.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19294.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1998,4002.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23297.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1998,1925.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1998,3257.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28480.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/1999,1163.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/1999,4727.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5890.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/1999,2037.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7928.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/1999,2152.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10080.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/1999,1418.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11499.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/1999,2376.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13875.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/1999,4148.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18024.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/1999,2887.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20912.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1999,2761.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23673.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1999,2158.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25832.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1999,2320.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28152.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1999,3219.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31372.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/2000,2966.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2966.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/2000,1834.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4801.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/2000,2265.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7067.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/2000,1255.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8322.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/2000,1751.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10074.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/2000,3698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13772.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/2000,5186.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/2000,3494.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22453.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/2000,1097.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23551.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2000,1747.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25298.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2000,5394.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30692.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
