Dates,MXWO Index,UKX Index,IBOV Index,SPTSX Index,IMOEX Index,MXWD Index,KOSPI Index,ASE Index,FTSEMIB Index,SPX Index,SHCOMP Index
1990/6/18,515.82,2370.5,0,3519.9,#N/A N/A,126.95,756.39,1330.87,#N/A N/A,356.88,#N/A N/A
1990/6/19,515.29,2369.7,0,3529.1,#N/A N/A,126.83,749.61,1353.08,#N/A N/A,358.47,#N/A N/A
1990/6/20,516.8,2371.4,0,3530.5,#N/A N/A,127.21,740.84,1394.14,#N/A N/A,359.1,#N/A N/A
1990/6/21,516.76,2370.3,0,3526.3,#N/A N/A,127.21,743.17,1422.44,#N/A N/A,360.47,#N/A N/A
1990/6/22,513.78,2378.5,0,3490.8,#N/A N/A,126.47,747.37,1428.78,#N/A N/A,355.43,#N/A N/A
1990/6/25,509.32,2398.5,0,3474.2,#N/A N/A,125.4,739.8,1491.84,#N/A N/A,352.31,#N/A N/A
1990/6/26,511.29,2399.8,0,3495.2,#N/A N/A,125.9,736.42,1572.29,#N/A N/A,352.06,#N/A N/A
1990/6/27,517.67,2373.6,0,3519.3,#N/A N/A,127.46,740.01,1562.38,#N/A N/A,355.14,#N/A N/A
1990/6/28,518.51,2355.7,0,3530,#N/A N/A,127.65,732.64,1556.98,#N/A N/A,357.63,#N/A N/A
1990/6/29,520.41,2374.7,0,3544,#N/A N/A,128.12,720,1553.43,#N/A N/A,358.02,#N/A N/A
1990/7/2,522.96,2372,0,3544,#N/A N/A,128.76,713.18,1579.67,#N/A N/A,359.54,#N/A N/A
1990/7/3,524,2371.7,0,3560,#N/A N/A,129.02,745.04,1632.03,#N/A N/A,360.16,#N/A N/A
1990/7/4,527.59,2355.5,0,3575.3,#N/A N/A,129.88,735.3,1650.46,#N/A N/A,360.16,#N/A N/A
1990/7/5,523.26,2331.4,0,3551.3,#N/A N/A,128.81,723.1,1684.31,#N/A N/A,355.68,#N/A N/A
1990/7/6,524.42,2340,0,3549.8,#N/A N/A,129.09,716.17,1684.31,#N/A N/A,358.42,#N/A N/A
1990/7/9,525.96,2337.6,0,3540.7,#N/A N/A,129.45,715.28,1658.03,#N/A N/A,359.52,#N/A N/A
1990/7/10,524.49,2327.6,0,3528,#N/A N/A,129.08,718.75,1598.46,#N/A N/A,356.49,#N/A N/A
1990/7/11,528.28,2360.5,0,3544.6,#N/A N/A,130.03,711,1598.46,#N/A N/A,361.23,#N/A N/A
1990/7/12,530.27,2370.5,0,3569.8,#N/A N/A,130.54,701.91,1560.76,#N/A N/A,365.44,#N/A N/A
1990/7/13,536.01,2382.2,0,3596.4,#N/A N/A,131.95,688.78,1598.65,#N/A N/A,367.31,#N/A N/A
1990/7/16,539.82,2406.5,0,3638.9,#N/A N/A,132.9,683.01,1661.64,#N/A N/A,368.95,#N/A N/A
1990/7/17,539.44,2415,0,3613.4,#N/A N/A,132.83,683.01,1641.07,#N/A N/A,367.52,#N/A N/A
1990/7/18,538.72,2402,0,3580.9,#N/A N/A,132.68,698.01,1603.05,#N/A N/A,364.22,#N/A N/A
1990/7/19,538.06,2387.3,0,3575,#N/A N/A,132.54,693.44,1597.9,#N/A N/A,365.32,#N/A N/A
1990/7/20,532.85,2400,0,3577.7,#N/A N/A,131.27,694.64,1597.9,#N/A N/A,361.61,#N/A N/A
1990/7/23,526.05,2359.7,0,3549.3,#N/A N/A,129.62,681.38,1604.06,#N/A N/A,355.31,#N/A N/A
1990/7/24,524.21,2360.9,0,3547.7,#N/A N/A,129.18,679.67,1533.24,#N/A N/A,355.79,#N/A N/A
1990/7/25,524.18,2364.7,0,3554.5,#N/A N/A,129.17,685.27,1508.27,#N/A N/A,357.09,#N/A N/A
1990/7/26,519.77,2344.1,0,3543.5,#N/A N/A,128.09,676.83,1507.12,#N/A N/A,355.91,#N/A N/A
1990/7/27,516.22,2330.1,0,3542,#N/A N/A,127.21,673.16,1507.12,#N/A N/A,353.44,#N/A N/A
1990/7/30,517.42,2316.5,0,3540.8,#N/A N/A,127.51,673.8,1527.66,#N/A N/A,355.55,#N/A N/A
1990/7/31,524.18,2326.2,0,3561.2,#N/A N/A,129.16,678.38,1521.01,#N/A N/A,356.15,#N/A N/A
1990/8/1,522.79,2339.1,0,3569.2,#N/A N/A,128.84,690.21,1501.57,#N/A N/A,355.52,#N/A N/A
1990/8/2,511.15,2304.7,0,3547,#N/A N/A,126.02,688.28,1489.01,#N/A N/A,351.48,#N/A N/A
1990/8/3,503.28,2284.6,0,3517,#N/A N/A,124.07,678.37,1489.01,#N/A N/A,344.86,#N/A N/A
1990/8/6,488.57,2220.1,0,3517,#N/A N/A,120.43,661.4,1405.09,#N/A N/A,334.43,#N/A N/A
1990/8/7,486.81,2235.8,0,3470.7,#N/A N/A,119.91,655.88,1304.53,#N/A N/A,334.83,#N/A N/A
1990/8/8,488.45,2237.5,0,3476.1,#N/A N/A,120.35,646.03,1354.5,#N/A N/A,338.35,#N/A N/A
1990/8/9,488.54,2244.6,0,3477,#N/A N/A,120.3,648.95,1412.22,#N/A N/A,339.94,#N/A N/A
1990/8/10,484.34,2233.8,0,3476.7,#N/A N/A,119.29,658.94,1412.22,#N/A N/A,335.52,#N/A N/A
1990/8/13,481.11,2219.6,0,3478.6,#N/A N/A,118.52,645.86,1447.85,#N/A N/A,338.84,#N/A N/A
1990/8/14,484.37,2234,0,3497.6,#N/A N/A,119.3,632.3,1454.52,#N/A N/A,339.39,#N/A N/A
1990/8/15,496.1,2239.3,0,3508.1,#N/A N/A,122.17,632.3,1454.52,#N/A N/A,340.06,#N/A N/A
1990/8/16,488.07,2222.2,0,3510,#N/A N/A,120.23,625.03,1496.61,#N/A N/A,332.39,#N/A N/A
1990/8/17,480.16,2177.1,0,3492,#N/A N/A,118.28,623.9,1496.61,#N/A N/A,327.83,#N/A N/A
1990/8/20,478.08,2156.6,0,3487.7,#N/A N/A,117.76,621.33,1425.02,#N/A N/A,328.51,#N/A N/A
1990/8/21,469.88,2107.8,0,3457.7,#N/A N/A,115.73,610.47,1366.85,#N/A N/A,321.86,#N/A N/A
1990/8/22,463.28,2104.9,0,3431.3,#N/A N/A,114.05,607.16,1368.05,#N/A N/A,316.55,#N/A N/A
1990/8/23,448.34,2075.1,0,3359.3,#N/A N/A,110.35,603.62,1326.44,#N/A N/A,307.06,#N/A N/A
1990/8/24,454.31,2086.4,0,3361.3,#N/A N/A,111.77,594.23,1326.44,#N/A N/A,311.51,#N/A N/A
1990/8/27,469.19,2086.4,0,3358.3,#N/A N/A,115.45,614.29,1357.48,#N/A N/A,321.44,#N/A N/A
1990/8/28,474.72,2126.1,0,3354.3,#N/A N/A,116.88,642.42,1398.82,#N/A N/A,321.34,#N/A N/A
1990/8/29,471.58,2125.7,0,3339.8,#N/A N/A,116.1,647.77,1376.98,#N/A N/A,324.19,#N/A N/A
1990/8/30,472.55,2153.6,0,3329.9,#N/A N/A,116.34,626.85,1379.26,#N/A N/A,318.71,#N/A N/A
1990/8/31,474.13,2162.8,0,3346.3,#N/A N/A,116.75,606.87,1379.26,#N/A N/A,322.56,#N/A N/A
1990/9/3,469.9,2166.7,0,3346.3,#N/A N/A,115.73,635.37,1397.05,#N/A N/A,322.56,#N/A N/A
1990/9/4,466.21,2147.9,0,3333.3,#N/A N/A,114.83,632.34,1370.4,#N/A N/A,323.09,#N/A N/A
1990/9/5,465.67,2152,0,3333.2,#N/A N/A,114.68,625,1315.05,#N/A N/A,324.39,#N/A N/A
1990/9/6,462.41,2120.9,0,3312.9,#N/A N/A,113.86,616.29,1311.28,#N/A N/A,320.46,#N/A N/A
1990/9/7,464.02,2123,0,3287.1,#N/A N/A,114.27,613.08,1311.28,#N/A N/A,323.4,#N/A N/A
1990/9/10,469.71,2147,0,3287.7,#N/A N/A,115.67,612.63,1276.24,#N/A N/A,321.63,#N/A N/A
1990/9/11,464.35,2144.3,0,3272.3,#N/A N/A,114.35,613.49,1240.97,#N/A N/A,321.04,#N/A N/A
1990/9/12,472.38,2142.3,0,3271.8,#N/A N/A,116.31,610.88,1219.64,#N/A N/A,322.54,#N/A N/A
1990/9/13,467.85,2127.1,0,3264.4,#N/A N/A,115.2,608.04,1219.64,#N/A N/A,318.65,#N/A N/A
1990/9/14,466.84,2093.8,0,3253.7,#N/A N/A,114.92,603.52,1219.64,#N/A N/A,316.83,#N/A N/A
1990/9/17,463.66,2094.2,0,3262.1,#N/A N/A,114.14,566.27,1302.2,#N/A N/A,317.77,#N/A N/A
1990/9/18,460.01,2064,0,3266.7,#N/A N/A,113.27,589.42,1344.42,#N/A N/A,318.6,#N/A N/A
1990/9/19,454.01,2065.8,0,3275.6,#N/A N/A,111.81,592.8,1344.42,#N/A N/A,316.6,#N/A N/A
1990/9/20,446.52,2016.9,0,3256.4,#N/A N/A,109.97,585.19,1344.42,#N/A N/A,311.48,#N/A N/A
1990/9/21,445.27,2025.4,0,3235.4,#N/A N/A,109.67,584.6,1344.42,#N/A N/A,311.32,#N/A N/A
1990/9/24,442.19,1990.3,0,3227.2,#N/A N/A,108.91,587.39,1238.3,#N/A N/A,304.59,#N/A N/A
1990/9/25,437.4,1999.3,0,3206.1,#N/A N/A,107.73,593.77,1150.3,#N/A N/A,308.26,#N/A N/A
1990/9/26,429.11,2000,0,3181.5,#N/A N/A,105.72,594.04,1150.3,#N/A N/A,305.06,#N/A N/A
1990/9/27,425.22,2009,0,3161.5,#N/A N/A,104.77,593.45,1150.3,#N/A N/A,300.97,#N/A N/A
1990/9/28,423.14,1990.3,0,3159.4,#N/A N/A,104.28,597.67,1150.3,#N/A N/A,306.05,#N/A N/A
1990/10/1,429.85,2030.9,0,3175.7,#N/A N/A,105.86,602.88,1082.46,#N/A N/A,314.94,#N/A N/A
1990/10/2,446.82,2058.5,0,3191.4,#N/A N/A,110.01,602.88,1130.06,#N/A N/A,315.21,#N/A N/A
1990/10/3,445.39,2087,0,3179.6,#N/A N/A,109.71,602.88,1165.74,#N/A N/A,311.4,#N/A N/A
1990/10/4,445.45,2070.5,0,3176,#N/A N/A,109.7,602.88,1163.18,#N/A N/A,312.69,#N/A N/A
1990/10/5,450.21,2144.2,0,3166.9,#N/A N/A,110.86,624.13,1154.44,#N/A N/A,311.5,#N/A N/A
1990/10/8,462.14,2201.6,0,3166.9,#N/A N/A,113.76,614.06,1173.32,#N/A N/A,313.48,#N/A N/A
1990/10/9,455.55,2121.8,0,3139.6,#N/A N/A,112.13,614.06,1168.55,#N/A N/A,305.1,#N/A N/A
1990/10/10,451.54,2102.2,0,3109.9,#N/A N/A,111.12,617.12,1141.69,#N/A N/A,300.39,#N/A N/A
1990/10/11,442.59,2100.4,0,3055.3,#N/A N/A,108.93,621.93,1118.12,#N/A N/A,295.46,#N/A N/A
1990/10/12,448.04,2101.9,0,3048,#N/A N/A,110.25,635.74,1089.32,#N/A N/A,300.03,#N/A N/A
1990/10/15,454.12,2083.6,0,3032.9,#N/A N/A,111.75,646.39,1050.57,#N/A N/A,303.23,#N/A N/A
1990/10/16,454.06,2068,0,3010,#N/A N/A,111.74,638.29,1053.31,#N/A N/A,298.92,#N/A N/A
1990/10/17,458.8,2082.6,0,3023.4,#N/A N/A,112.91,653.96,1026.19,#N/A N/A,298.76,#N/A N/A
1990/10/18,466.37,2089,0,3060.1,#N/A N/A,114.75,666.56,997.89,#N/A N/A,305.74,#N/A N/A
1990/10/19,473.16,2102,0,3086.7,#N/A N/A,116.39,696.01,1023.92,#N/A N/A,312.48,#N/A N/A
1990/10/22,477.95,2127,0,3115.5,#N/A N/A,117.59,733.37,1054.08,#N/A N/A,314.76,#N/A N/A
1990/10/23,476.82,2110.5,0,3123.1,#N/A N/A,117.35,765.55,1078.54,#N/A N/A,312.36,#N/A N/A
1990/10/24,473.9,2088.7,0,3122.6,#N/A N/A,116.64,796.77,1070.97,#N/A N/A,312.6,#N/A N/A
1990/10/25,476.29,2063.2,0,3129.9,#N/A N/A,117.23,767.06,1053.96,#N/A N/A,310.17,#N/A N/A
1990/10/26,467.48,2062.1,0,3086.6,#N/A N/A,115.08,735.05,1031.57,#N/A N/A,304.71,#N/A N/A
1990/10/29,466.02,2033.9,0,3083.4,#N/A N/A,114.73,720.89,1010.47,#N/A N/A,301.88,#N/A N/A
1990/10/30,461.55,2050.4,0,3083.9,#N/A N/A,113.63,711.49,989.16,#N/A N/A,304.06,#N/A N/A
1990/10/31,461.64,2050.3,0,3081.3,#N/A N/A,113.62,690.16,972.66,#N/A N/A,304,#N/A N/A
1990/11/1,456.22,2028,0,3085.1,#N/A N/A,112.29,717.47,925.8,#N/A N/A,307.02,#N/A N/A
1990/11/2,459.66,2030.4,0,3085.5,#N/A N/A,113.12,709.96,908.29,#N/A N/A,311.85,#N/A N/A
1990/11/5,465.99,2050.1,0,3095.3,#N/A N/A,114.68,707.61,949.64,#N/A N/A,314.59,#N/A N/A
1990/11/6,463.15,2070.3,0,3094.7,#N/A N/A,113.96,702.93,915.67,#N/A N/A,311.62,#N/A N/A
1990/11/7,457.2,2059.1,0,3071.2,#N/A N/A,112.51,720.96,895.42,#N/A N/A,306.01,#N/A N/A
1990/11/8,450.51,2036.2,0,3060.6,#N/A N/A,110.88,707.24,839.7,#N/A N/A,307.61,#N/A N/A
1990/11/9,453.69,2040.6,0,3077.5,#N/A N/A,111.65,703.81,810.56,#N/A N/A,313.74,#N/A N/A
1990/11/12,458.6,2051.9,0,3120,#N/A N/A,112.82,701.53,752.14,#N/A N/A,319.48,#N/A N/A
1990/11/13,464.47,2056,0,3135.1,#N/A N/A,114.26,710.06,782.06,#N/A N/A,317.67,#N/A N/A
1990/11/14,463.21,2046,0,3127.7,#N/A N/A,113.98,704.89,819.93,#N/A N/A,320.4,#N/A N/A
1990/11/15,460.31,2060,0,3114.6,#N/A N/A,113.29,701.45,827.79,#N/A N/A,317.02,#N/A N/A
1990/11/16,459.16,2068.1,0,3128.6,#N/A N/A,113.01,697.46,816.38,#N/A N/A,317.12,#N/A N/A
1990/11/19,465.34,2095.9,0,3133,#N/A N/A,114.54,680.04,884.26,#N/A N/A,319.34,#N/A N/A
1990/11/20,461.41,2115.2,0,3107.3,#N/A N/A,113.6,674.25,865.15,#N/A N/A,315.31,#N/A N/A
1990/11/21,460.59,2126.3,0,3103.2,#N/A N/A,113.4,671.7,873.41,#N/A N/A,316.03,#N/A N/A
1990/11/22,464.83,2127.9,0,3103.9,#N/A N/A,114.43,679.83,901.4,#N/A N/A,316.03,#N/A N/A
1990/11/23,464.66,2170.5,0,3118.5,#N/A N/A,114.37,679.99,906.17,#N/A N/A,315.1,#N/A N/A
1990/11/26,463.45,2151.9,0,3127.6,#N/A N/A,114.06,680.56,882.45,#N/A N/A,316.51,#N/A N/A
1990/11/27,463.07,2159.5,0,3140.1,#N/A N/A,113.95,687.27,855.18,#N/A N/A,318.1,#N/A N/A
1990/11/28,458.93,2144.3,0,3144.7,#N/A N/A,112.94,699.76,841.94,#N/A N/A,317.95,#N/A N/A
1990/11/29,454.35,2135.7,0,3139,#N/A N/A,111.78,692.55,858.37,#N/A N/A,316.42,#N/A N/A
1990/11/30,453.05,2149.3,0,3151.1,#N/A N/A,111.44,697.03,882.14,#N/A N/A,322.22,#N/A N/A
1990/12/3,455.91,2162.7,0,3162.2,#N/A N/A,112.17,717.62,1001.89,#N/A N/A,324.1,#N/A N/A
1990/12/4,453.66,2146.4,0,3189.8,#N/A N/A,111.6,708.9,955.04,#N/A N/A,326.35,#N/A N/A
1990/12/5,458.03,2152.6,0,3226.6,#N/A N/A,112.7,718.84,977.22,#N/A N/A,329.92,#N/A N/A
1990/12/6,465.89,2177.5,0,3239.4,#N/A N/A,114.62,717.82,1010.41,#N/A N/A,329.07,#N/A N/A
1990/12/7,473.1,2183.3,0,3233.6,#N/A N/A,116.41,730.96,1049.59,#N/A N/A,327.75,#N/A N/A
1990/12/10,474.37,2182.5,0,3236.9,#N/A N/A,116.72,735.33,1070.04,#N/A N/A,328.89,#N/A N/A
1990/12/11,473.2,2166.1,0,3239.3,#N/A N/A,116.45,725.56,1022.45,#N/A N/A,326.44,#N/A N/A
1990/12/12,474.96,2156.9,0,3252.6,#N/A N/A,116.87,724.51,1020.71,#N/A N/A,330.19,#N/A N/A
1990/12/13,478.29,2172.2,0,3252.6,#N/A N/A,117.69,712.82,1035.47,#N/A N/A,329.34,#N/A N/A
1990/12/14,473.37,2168.4,0,3244.3,#N/A N/A,116.49,710.06,1017.93,#N/A N/A,326.82,#N/A N/A
1990/12/17,468.52,2157.8,0,3233,#N/A N/A,115.26,706.04,971.19,#N/A N/A,326.02,#N/A N/A
1990/12/18,472.65,2161.8,0,3237.5,#N/A N/A,116.27,706.08,971.42,#N/A N/A,330.05,#N/A N/A
1990/12/19,473.61,2178.7,0,3253.8,#N/A N/A,116.52,697.54,978.37,#N/A N/A,330.2,100
1990/12/20,468.38,2158.8,0,3255.5,#N/A N/A,115.25,698.04,946.59,#N/A N/A,330.12,104.39
1990/12/21,462.42,2164.5,0,3243.8,#N/A N/A,113.81,708.24,966.25,#N/A N/A,331.75,109.13
1990/12/24,459.95,2156.5,0,3239.2,#N/A N/A,113.19,693.76,942.84,#N/A N/A,329.9,114.55
1990/12/25,459.95,2156.5,0,3239.2,#N/A N/A,113.18,693.76,942.84,#N/A N/A,329.9,120.25
1990/12/26,459.13,2156.5,0,3239.2,#N/A N/A,112.96,696.11,942.84,#N/A N/A,330.85,125.27
1990/12/27,458.45,2167.8,0,3233.7,#N/A N/A,112.81,696.11,935.18,#N/A N/A,328.29,125.28
1990/12/28,461.84,2160.4,0,3237.5,#N/A N/A,113.64,696.11,931.6,#N/A N/A,328.72,126.45
1990/12/31,461.53,2143.4,0,3256.8,#N/A N/A,113.56,696.11,932,#N/A N/A,330.22,127.61
1991/1/1,461.53,2143.4,0,3256.8,#N/A N/A,113.56,696.11,932,#N/A N/A,330.22,127.61
1991/1/2,461.52,2128.3,0,3239.4,#N/A N/A,113.53,696.11,949.21,#N/A N/A,326.45,128.84
1991/1/3,460.39,2117.8,0,3221.8,#N/A N/A,113.28,679.75,948.92,#N/A N/A,321.91,130.14
1991/1/4,458.75,2126.1,0,3216.6,#N/A N/A,112.93,697.62,960.6,#N/A N/A,321,131.44
1991/1/7,448.74,2113.4,0,3201.1,#N/A N/A,110.49,676.65,968.62,#N/A N/A,315.44,132.06
1991/1/8,443.97,2099.9,0,3182.5,#N/A N/A,109.31,659.68,947.62,#N/A N/A,314.9,132.68
1991/1/9,447.24,2128.9,0,3169.7,#N/A N/A,110.11,660.39,958.14,#N/A N/A,311.49,133.34
1991/1/10,447.08,2108.7,0,3196.9,#N/A N/A,110.03,635.46,939,#N/A N/A,314.53,133.97
1991/1/11,448.29,2105.8,0,3183.6,#N/A N/A,110.33,627.7,948.23,#N/A N/A,315.23,134.6
1991/1/14,443.08,2080.8,0,3167.6,#N/A N/A,109.06,652.25,928.11,#N/A N/A,312.49,134.67
1991/1/15,442.62,2071.1,0,3162,#N/A N/A,108.93,624.62,924.48,#N/A N/A,313.73,134.74
1991/1/16,439.09,2054.9,0,3164.5,#N/A N/A,108.07,613.34,921.64,#N/A N/A,316.17,134.24
1991/1/17,460.54,2104.6,0,3201.7,#N/A N/A,113.35,641.42,990.51,#N/A N/A,327.97,134.25
1991/1/18,465.44,2102.7,0,3210.5,#N/A N/A,114.58,667.35,955.11,#N/A N/A,332.23,134.24
1991/1/21,463.76,2084,0,3205.3,#N/A N/A,114.16,636.91,931.8,#N/A N/A,331.06,134.24
1991/1/22,463.49,2081.6,0,3196.8,#N/A N/A,114.07,632.92,910.22,#N/A N/A,328.31,133.72
1991/1/23,461.01,2080.5,0,3190.6,#N/A N/A,113.42,625.22,872.19,#N/A N/A,330.21,133.17
1991/1/24,467.93,2099.5,0,3212.7,#N/A N/A,115.13,638.02,896.28,#N/A N/A,334.78,132.61
1991/1/25,470.2,2103,0,3234,#N/A N/A,115.7,632.95,913.13,#N/A N/A,336.07,132.05
1991/1/28,471.36,2118,0,3228.7,#N/A N/A,116,633.93,902.98,#N/A N/A,336.03,131.46
1991/1/29,471.32,2113.8,0,3222.3,#N/A N/A,115.97,635.65,900.98,#N/A N/A,335.84,130.95
1991/1/30,473.24,2152.6,0,3248.7,#N/A N/A,116.46,638.09,893.36,#N/A N/A,340.91,130.44
1991/1/31,477.39,2170.1,0,3273,#N/A N/A,117.5,635.4,906.53,#N/A N/A,343.93,129.97
1991/2/1,477.47,2165.8,0,3293.5,#N/A N/A,117.51,632.53,912.03,#N/A N/A,343.05,129.51
1991/2/4,482.44,2172.4,0.1,3328,#N/A N/A,118.81,632.79,925.18,#N/A N/A,348.34,129.05
1991/2/5,490.25,2201.9,0.1,3365.9,#N/A N/A,120.74,631.93,951.78,#N/A N/A,351.26,128.58
1991/2/6,497.55,2194.8,0.1,3424.1,#N/A N/A,122.55,635.66,961.72,#N/A N/A,358.07,129.14
1991/2/7,500.45,2243.7,0.1,3431.7,#N/A N/A,123.28,634.31,962.29,#N/A N/A,356.52,129.79
1991/2/8,504.32,2245,0.1,3445.3,#N/A N/A,124.2,628.85,968.24,#N/A N/A,359.35,130.38
1991/2/11,512.67,2278.9,0.1,3501.19,#N/A N/A,126.25,629.57,995.26,#N/A N/A,368.58,130.97
1991/2/12,514.54,2264.5,0.1,3504.78,#N/A N/A,126.72,648.11,1022.58,#N/A N/A,365.5,131.35
1991/2/13,516.6,2267.8,0.1,3519.24,#N/A N/A,127.22,644.91,1023.3,#N/A N/A,369.02,131.92
1991/2/14,515.98,2294.4,0.1,3492.25,#N/A N/A,127.11,644.91,1070.64,#N/A N/A,364.22,132.53
1991/2/15,517.57,2296.9,0.1,3506.55,#N/A N/A,127.49,644.91,1116.47,#N/A N/A,369.06,0
1991/2/18,524.19,2318.3,0.1,3532.54,#N/A N/A,129.16,674.09,1116.47,#N/A N/A,369.06,0
1991/2/19,523.79,2312.4,0.1,3530.94,#N/A N/A,129.08,669.45,1221.39,#N/A N/A,369.39,133.13
1991/2/20,517.93,2296.8,0.1,3493.54,#N/A N/A,127.64,669.91,1202.2,#N/A N/A,365.14,133.67
1991/2/21,517.3,2312.4,0.1,3471.87,#N/A N/A,127.44,672.1,1173.33,#N/A N/A,364.97,134.28
1991/2/22,518.21,2314.2,0.1,3453.28,#N/A N/A,127.68,676.1,1223.63,#N/A N/A,365.65,134.87
1991/2/25,520.69,2335.4,0.1,3445.62,#N/A N/A,128.25,692.8,1240.64,#N/A N/A,367.26,134.4
1991/2/26,514.23,2322.2,0.1,3421.38,#N/A N/A,126.71,677.27,1274.37,#N/A N/A,362.81,133.93
1991/2/27,516.7,2348.1,0.1,3445.06,#N/A N/A,127.31,671.71,1258.27,#N/A N/A,367.74,133.47
1991/2/28,520.57,2380.8,0.1,3462.37,#N/A N/A,128.28,675.57,1291.72,#N/A N/A,367.07,133.01
1991/3/1,514.82,2386.9,0.1,3471.42,#N/A N/A,126.9,675.57,1291.01,#N/A N/A,370.47,132.53
1991/3/4,513.01,2382.9,0.1,3519.06,#N/A N/A,126.45,670.42,1317.85,#N/A N/A,369.33,131.99
1991/3/5,520.43,2420.1,0.1,3561.9,#N/A N/A,128.26,669.83,1313.73,#N/A N/A,376.72,131.46
1991/3/6,521.72,2459.9,0.1,3571.53,#N/A N/A,128.59,676.37,1288.37,#N/A N/A,376.17,130.94
1991/3/7,522.27,2437.7,0.1,3564.04,#N/A N/A,128.71,674.87,1295.42,#N/A N/A,375.91,130.41
1991/3/8,522.05,2455,0.1,3571.42,#N/A N/A,128.68,675.94,1288.93,#N/A N/A,374.95,129.89
1991/3/11,516.87,2459.2,0.1,3555,#N/A N/A,127.42,681.38,1262.14,#N/A N/A,372.96,129.31
1991/3/12,518.4,2454.4,0.1,3542.89,#N/A N/A,127.8,683.83,1233.24,#N/A N/A,370.03,128.77
1991/3/13,516.71,2448.2,0.1,3550.7,#N/A N/A,127.41,679.21,1250.31,#N/A N/A,374.57,126.15
1991/3/14,520.87,2500.6,0.1,3530.48,#N/A N/A,128.4,677.11,1249.42,#N/A N/A,373.5,125.63
1991/3/15,521.27,2494.2,0.1,3517.24,#N/A N/A,128.5,682.97,1252.41,#N/A N/A,373.59,125.17
1991/3/18,517.55,2490.6,0.1,3514.99,#N/A N/A,127.61,678.15,1241.83,#N/A N/A,372.11,124.71
1991/3/19,509.08,2458.9,0.1,3495.45,#N/A N/A,125.59,672.16,1217.52,#N/A N/A,366.59,124.22
1991/3/20,504.26,2441.2,0.1,3481.4,#N/A N/A,124.4,669.36,1215.17,#N/A N/A,367.92,123.66
1991/3/21,508.68,2474.8,0.1,3478.8,#N/A N/A,125.45,663.37,1229.42,#N/A N/A,366.58,123.12
1991/3/22,507.16,2440.4,0.1,3457.04,#N/A N/A,125.12,659.83,1248.24,#N/A N/A,367.48,122.62
1991/3/25,505.27,2432,0.1,3459.9,#N/A N/A,124.67,664.05,1248.24,#N/A N/A,369.83,122.12
1991/3/26,505.05,2437.6,0.1,3468,#N/A N/A,124.63,664.05,1257.98,#N/A N/A,376.3,121.62
1991/3/27,504.14,2464.6,0.1,3486.3,#N/A N/A,124.41,655.18,1273.33,#N/A N/A,375.35,121.12
1991/3/28,501.66,2456.6,0.1,3495.7,#N/A N/A,123.81,651.98,1265.31,#N/A N/A,375.22,120.61
1991/3/29,504.26,2456.6,0.1,3495.7,#N/A N/A,124.44,648.84,1242.88,#N/A N/A,375.22,120.19
1991/4/1,501.57,2456.6,0.1,3486.9,#N/A N/A,123.79,650.05,1229.49,#N/A N/A,371.3,120.73
1991/4/2,510.92,2488.3,0.1,3516.4,#N/A N/A,126.1,643.56,1254.7,#N/A N/A,379.5,121.21
1991/4/3,519.03,2519.1,0.1,3516.5,#N/A N/A,128.08,649.43,1277.32,#N/A N/A,378.94,121.71
1991/4/4,520.06,2524.4,0.1,3524.3,#N/A N/A,128.35,654.14,1286.85,#N/A N/A,379.77,121.72
1991/4/5,521.73,2545.4,0.1,3518.2,#N/A N/A,128.74,654.14,1286.85,#N/A N/A,375.36,121.54
1991/4/8,517.94,2530,0.1,3515.7,#N/A N/A,127.82,646.46,1286.85,#N/A N/A,378.66,121.09
1991/4/9,514.13,2527.2,0.1,3505.2,#N/A N/A,126.9,646.04,1287.53,#N/A N/A,373.56,120.62
1991/4/10,513.49,2518.8,0.1,3494.1,#N/A N/A,126.74,645.75,1267.45,#N/A N/A,373.15,120.16
1991/4/11,515.8,2531.4,0.1,3504.9,#N/A N/A,127.3,641.46,1269.02,#N/A N/A,377.63,119.64
1991/4/12,519.65,2526.1,0.1,3509.4,#N/A N/A,128.24,639.44,1274.44,#N/A N/A,380.4,119.21
1991/4/15,523.76,2542.7,0.1,3516.5,#N/A N/A,129.25,634.52,1269.42,#N/A N/A,381.19,118.77
1991/4/16,525.6,2519.5,0.1,3539.8,#N/A N/A,129.73,635.41,1250.83,#N/A N/A,387.62,118.34
1991/4/17,529.16,2545,0.1,3546,#N/A N/A,130.63,632.55,1245.59,#N/A N/A,390.45,117.9
1991/4/18,524.76,2538.4,0.1,3534,#N/A N/A,129.58,625.89,1251.5,#N/A N/A,388.46,117.45
1991/4/19,515.57,2519.8,0.1,3496,#N/A N/A,127.32,628.33,1246.97,#N/A N/A,384.2,117.08
1991/4/22,506.13,2490.9,0.1,3491.6,#N/A N/A,125,615.61,1230.75,#N/A N/A,380.95,116.63
1991/4/23,509.1,2503.8,0.1,3502.4,#N/A N/A,125.72,637.84,1200.95,#N/A N/A,381.76,116.19
1991/4/24,509.54,2488.5,0.1,3504.2,#N/A N/A,125.85,632.63,1213.91,#N/A N/A,382.76,115.79
1991/4/25,505.28,2482.1,0.1,3502.1,#N/A N/A,124.79,626.36,1212.49,#N/A N/A,379.25,115.36
